2023-04-25 14:19:44, 719
2023-04-25 14:20:04, 629
2023-04-25 14:21:19, 920
2023-04-25 14:21:36, 2.0
2023-04-25 14:21:38, 2.0
2023-04-25 14:21:45, 2.0
2023-04-25 14:22:33, 1.0
2023-04-25 14:22:38, 1.0
2023-04-25 14:22:42, 1.0
2023-04-25 14:23:15, 1.0
2023-04-25 14:23:19, 1.0
2023-04-25 14:23:22, 1.0
2023-04-25 14:24:50, 194
2023-04-25 14:27:10, 440
2023-04-25 14:33:41, 383
2023-04-25 14:33:43, 715
2023-04-25 14:33:43, 402
2023-04-25 14:33:43, 356
2023-04-25 14:33:44, 152
2023-04-25 14:33:44, 473
2023-04-25 14:33:44, 22
2023-04-25 14:33:44, 858
2023-04-25 14:33:45, 446
2023-04-25 14:33:45, 653
2023-04-25 14:33:45, 898
2023-04-25 14:34:15, 122
2023-04-25 14:34:15, 45
2023-04-25 14:34:15, 9
2023-04-25 14:34:15, 56
2023-04-25 14:34:15, 140
2023-04-25 14:34:16, 542
2023-04-25 14:34:16, 391
2023-04-25 14:34:16, 357
2023-04-25 14:34:24, 608
2023-04-25 14:34:24, 760
2023-04-25 14:34:24, 440
2023-04-25 14:34:24, 280
2023-04-25 14:34:47, 457
2023-04-25 14:34:47, 685
2023-04-25 14:34:47, 101
2023-04-25 14:34:47, 314
2023-04-25 14:34:48, 112
2023-04-25 14:34:48, 808
2023-04-25 14:34:50, 416
2023-04-25 14:34:50, 614
2023-04-25 14:34:50, 642
2023-04-25 14:34:50, 12
2023-04-25 14:34:50, 872
2023-04-25 14:37:26, 366
2023-04-25 14:37:27, 586
2023-04-25 14:37:28, 505
2023-04-25 14:37:28, 883
2023-04-25 14:37:28, 247
2023-04-25 14:37:29, 650
2023-04-25 14:37:29, 90
2023-04-25 14:37:29, 243
2023-04-25 14:37:29, 128
2023-04-25 14:37:29, 642
2023-04-25 14:37:30, 911
2023-04-25 14:38:01, 616
2023-04-25 14:38:48, 225
2023-04-25 14:38:54, 650
2023-04-25 14:39:08, 975
2023-04-25 14:39:15, 904
2023-04-25 14:39:16, 111
2023-04-25 14:39:16, 107
2023-04-25 14:40:50, 194
2023-04-25 14:40:52, 943
2023-04-25 14:42:03, 132
2023-04-25 14:42:22, 827
2023-04-25 14:42:22, 2
2023-04-25 14:42:23, 36
2023-04-25 14:42:36, 279
2023-04-25 14:42:36, 773
2023-04-25 14:42:36, 182
2023-04-25 14:42:36, 190
2023-04-25 14:42:37, 584
2023-04-25 14:42:37, 611
2023-04-25 14:43:17, 936
2023-04-25 14:43:17, 101
2023-04-25 14:43:18, 21
2023-04-25 14:43:18, 167
2023-04-25 14:43:18, 337
2023-04-25 14:43:18, 393
2023-04-25 14:43:18, 710
2023-04-25 14:43:18, 521
2023-04-25 14:43:18, 886
2023-04-25 14:43:19, 976
2023-04-25 14:43:19, 590
2023-04-25 14:43:19, 510
2023-04-25 14:43:19, 813
2023-04-25 14:43:19, 452
2023-04-25 14:43:20, 210
2023-04-25 14:43:20, 194
2023-04-25 14:43:20, 727
2023-04-25 14:43:20, 569
2023-04-25 14:43:20, 40
2023-04-25 15:24:26, 143
2023-04-25 15:24:27, 279
